text,label
Schedule re-delivery for BKIN-628345.,api_call
Start a size exchange for BROOKS-147652.,api_call
Download invoice for BKIN-178628.,api_call
Reset password for my account.,api_call
Verify COD availability for 302001.,api_call
I tried to exchange within 7 days but no one replied to my email.,complaint
Customer care isn’t responding—please escalate.,complaint
My Cascadia 17 arrived damaged—box crushed and the upper torn.,complaint
Packaging was poor; Levitate 6 arrived with scuffs.,complaint
My Levitate 6 arrived damaged—box crushed and the upper torn.,complaint
COD wasn’t offered at checkout for 380001 though the site said it is.,complaint
The toe box of Adrenaline GTS 23 has glue stains; looks used.,complaint
The color of Catamount 3 doesn’t match the photos—mine looks faded.,complaint
The stitching on Ghost 16 came undone after one run.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
Very unhappy with the service; please help me fix BKIN-456342.,complaint
The stitching on Levitate 6 came undone after one run.,complaint
Very unhappy with the service; please help me fix BKIN-566272.,complaint
The outsole wore out after 120 km—way too soon.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
Warranty claim for Hyperion Max was rejected without reason.,complaint
The insole in Glycerin 21 is lumpy; quality issue.,complaint
Warranty claim for Glycerin 21 was rejected without reason.,complaint
The stitching on Glycerin 21 came undone after one run.,complaint
Customer care isn’t responding—please escalate.,complaint
Packaging was poor; Launch 10 arrived with scuffs.,complaint
Packaging was poor; Ghost 16 arrived with scuffs.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Tracking for BKIN-852227 shows delivered but I haven’t received it.,complaint
I received the wrong size for Cascadia 17; I ordered UK 8 but got UK 10.,complaint
Order BKIN-898679 was split into multiple shipments without notice.,complaint
The outsole on Divide 4 started peeling after 50 km. Very disappointed.,complaint
Return pickup was scheduled but no one came for BKIN-325437.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Very unhappy with the service; please help me fix BROOKS-619871.,complaint
The color of Catamount 3 doesn’t match the photos—mine looks faded.,complaint
Very unhappy with the service; please help me fix BKIN-420218.,complaint
The stitching on Adrenaline GTS 23 came undone after one run.,complaint
COD wasn’t offered at checkout for 411001 though the site said it is.,complaint
Order BROOKS-339834 was split into multiple shipments without notice.,complaint
The insole in Ghost Max is lumpy; quality issue.,complaint
The insole in Catamount 3 is lumpy; quality issue.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
The insole in Ghost Max is lumpy; quality issue.,complaint
Warranty claim for Divide 4 was rejected without reason.,complaint
The toe box of Launch 10 has glue stains; looks used.,complaint
Tracking for BRIN-770699 shows delivered but I haven’t received it.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Very unhappy with the service; please help me fix BROOKS-701975.,complaint
The color of Launch 10 doesn’t match the photos—mine looks faded.,complaint
It’s been 21 days with no shipping update for BKIN-429212. Unacceptable!,complaint
The toe box of Levitate 6 has glue stains; looks used.,complaint
My order has been sitting with XpressBees for 3 days.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The size guide misled me; Ghost 16 runs small.,complaint
The toe box of Adrenaline GTS 23 has glue stains; looks used.,complaint
Return pickup was scheduled but no one came for BROOKS-957479.,complaint
Return pickup was scheduled but no one came for BKIN-703165.,complaint
Order BRIN-753986 was split into multiple shipments without notice.,complaint
My Levitate 6 arrived damaged—box crushed and the upper torn.,complaint
Return pickup was scheduled but no one came for BKIN-704877.,complaint
Very unhappy with the service; please help me fix BRIN-659333.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
COD wasn’t offered at checkout for 400001 though the site said it is.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
Return pickup was scheduled but no one came for BRIN-197362.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
The size guide misled me; Levitate 6 runs small.,complaint
My Ghost 16 arrived damaged—box crushed and the upper torn.,complaint
The color of Catamount 3 doesn’t match the photos—mine looks faded.,complaint
My Hyperion Max arrived damaged—box crushed and the upper torn.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
Warranty claim for Levitate 6 was rejected without reason.,complaint
The size guide misled me; Glycerin 21 runs small.,complaint
COD wasn’t offered at checkout for 682001 though the site said it is.,complaint
Customer care isn’t responding—please escalate.,complaint
I received the wrong size for Divide 4; I ordered UK 9 but got UK 12.,complaint
My Ghost Max arrived damaged—box crushed and the upper torn.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Tracking for BKIN-800901 shows delivered but I haven’t received it.,complaint
The stitching on Cascadia 17 came undone after one run.,complaint
My order has been sitting with Blue Dart for 10 days.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
Order BROOKS-492975 was split into multiple shipments without notice.,complaint
The toe box of Ghost 16 has glue stains; looks used.,complaint
My Glycerin 21 arrived damaged—box crushed and the upper torn.,complaint
The stitching on Launch 10 came undone after one run.,complaint
Return pickup was scheduled but no one came for BKIN-392872.,complaint
COD wasn’t offered at checkout for 411001 though the site said it is.,complaint
Very unhappy with the service; please help me fix BKIN-126648.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The insole in Launch 10 is lumpy; quality issue.,complaint
My order has been sitting with Delhivery for 21 days.,complaint
Order BKIN-341616 was split into multiple shipments without notice.,complaint
COD wasn’t offered at checkout for 302001 though the site said it is.,complaint
Warranty claim for Catamount 3 was rejected without reason.,complaint
The size guide misled me; Launch 10 runs small.,complaint
The outsole wore out after 25 km—way too soon.,complaint
Very unhappy with the service; please help me fix BRIN-510243.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The outsole on Cascadia 17 started peeling after 25 km. Very disappointed.,complaint
My Adrenaline GTS 23 arrived damaged—box crushed and the upper torn.,complaint
My order has been sitting with XpressBees for 14 days.,complaint
The color of Ghost Max doesn’t match the photos—mine looks faded.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
The toe box of Cascadia 17 has glue stains; looks used.,complaint
I received the wrong size for Adrenaline GTS 23; I ordered UK 12 but got UK 12.,complaint
Customer care isn’t responding—please escalate.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Warranty claim for Adrenaline GTS 23 was rejected without reason.,complaint
Packaging was poor; Cascadia 17 arrived with scuffs.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
The Cascadia 17 is causing blisters; need assistance.,complaint
The toe box of Launch 10 has glue stains; looks used.,complaint
Return pickup was scheduled but no one came for BROOKS-905947.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
The color of Ghost Max doesn’t match the photos—mine looks faded.,complaint
The toe box of Adrenaline GTS 23 has glue stains; looks used.,complaint
The Hyperion Max is causing blisters; need assistance.,complaint
Very unhappy with the service; please help me fix BRIN-710110.,complaint
The outsole wore out after 120 km—way too soon.,complaint
The color of Adrenaline GTS 23 doesn’t match the photos—mine looks faded.,complaint
Packaging was poor; Catamount 3 arrived with scuffs.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The stitching on Levitate 6 came undone after one run.,complaint
My Hyperion Max arrived damaged—box crushed and the upper torn.,complaint
COD wasn’t offered at checkout for 411001 though the site said it is.,complaint
Tracking for BKIN-474419 shows delivered but I haven’t received it.,complaint
Customer care isn’t responding—please escalate.,complaint
Customer care isn’t responding—please escalate.,complaint
Tracking for BROOKS-621281 shows delivered but I haven’t received it.,complaint
COD wasn’t offered at checkout for 110001 though the site said it is.,complaint
The color of Ghost Max doesn’t match the photos—mine looks faded.,complaint
The stitching on Catamount 3 came undone after one run.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Warranty claim for Ghost 16 was rejected without reason.,complaint
The color of Divide 4 doesn’t match the photos—mine looks faded.,complaint
My Launch 10 arrived damaged—box crushed and the upper torn.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The outsole wore out after 10 km—way too soon.,complaint
Packaging was poor; Adrenaline GTS 23 arrived with scuffs.,complaint
I received the wrong size for Ghost Max; I ordered UK 6 but got UK 7.,complaint
The insole in Ghost 16 is lumpy; quality issue.,complaint
The stitching on Glycerin 21 came undone after one run.,complaint
COD wasn’t offered at checkout for 560001 though the site said it is.,complaint
Warranty claim for Ghost 16 was rejected without reason.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
My order has been sitting with Blue Dart for 3 days.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The stitching on Cascadia 17 came undone after one run.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
Customer care isn’t responding—please escalate.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The color of Hyperion Max doesn’t match the photos—mine looks faded.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
The toe box of Divide 4 has glue stains; looks used.,complaint
The outsole on Launch 10 started peeling after 200 km. Very disappointed.,complaint
The Cascadia 17 is causing blisters; need assistance.,complaint
My Levitate 6 arrived damaged—box crushed and the upper torn.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
My order has been sitting with DTDC for 7 days.,complaint
The outsole wore out after 80 km—way too soon.,complaint
Tracking for BRIN-829810 shows delivered but I haven’t received it.,complaint
My order has been sitting with XpressBees for 3 days.,complaint
COD wasn’t offered at checkout for 600001 though the site said it is.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
The Adrenaline GTS 23 is causing blisters; need assistance.,complaint
The stitching on Adrenaline GTS 23 came undone after one run.,complaint
The size guide misled me; Cascadia 17 runs small.,complaint
Very unhappy with the service; please help me fix BRIN-696431.,complaint
Customer care isn’t responding—please escalate.,complaint
It’s been 5 days with no shipping update for BKIN-303779. Unacceptable!,complaint
My Launch 10 arrived damaged—box crushed and the upper torn.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
The toe box of Glycerin 21 has glue stains; looks used.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
My order has been sitting with DTDC for 5 days.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
It’s been 14 days with no shipping update for BRIN-521769. Unacceptable!,complaint
The Catamount 3 is causing blisters; need assistance.,complaint
Packaging was poor; Ghost Max arrived with scuffs.,complaint
The Levitate 6 is causing blisters; need assistance.,complaint
Very unhappy with the service; please help me fix BROOKS-248196.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
"Website kept failing at payment, and I was charged twice.",complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
Customer care isn’t responding—please escalate.,complaint
The color of Ghost 16 doesn’t match the photos—mine looks faded.,complaint
The toe box of Glycerin 21 has glue stains; looks used.,complaint
Customer care isn’t responding—please escalate.,complaint
The outsole on Divide 4 started peeling after 25 km. Very disappointed.,complaint
The outsole wore out after 25 km—way too soon.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
The color of Ghost Max doesn’t match the photos—mine looks faded.,complaint
The outsole on Levitate 6 started peeling after 50 km. Very disappointed.,complaint
Warranty claim for Cascadia 17 was rejected without reason.,complaint
My Launch 10 arrived damaged—box crushed and the upper torn.,complaint
Return pickup was scheduled but no one came for BKIN-580339.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
The shoe squeaks loudly with every step—defective pair.,complaint
Customer care isn’t responding—please escalate.,complaint
The toe box of Hyperion Max has glue stains; looks used.,complaint
My order has been sitting with Blue Dart for 3 days.,complaint
The color of Glycerin 21 doesn’t match the photos—mine looks faded.,complaint
My Ghost 16 arrived damaged—box crushed and the upper torn.,complaint
My order has been sitting with Blue Dart for 21 days.,complaint
The color of Adrenaline GTS 23 doesn’t match the photos—mine looks faded.,complaint
Customer care isn’t responding—please escalate.,complaint
The insole in Cascadia 17 is lumpy; quality issue.,complaint
COD wasn’t offered at checkout for 400001 though the site said it is.,complaint
The Glycerin 21 is causing blisters; need assistance.,complaint
The size guide misled me; Divide 4 runs small.,complaint
Order BRIN-167793 was split into multiple shipments without notice.,complaint
The stitching on Ghost Max came undone after one run.,complaint
The toe box of Adrenaline GTS 23 has glue stains; looks used.,complaint
Tracking for BROOKS-623968 shows delivered but I haven’t received it.,complaint
Customer care isn’t responding—please escalate.,complaint
Return pickup was scheduled but no one came for BROOKS-574141.,complaint
The toe box of Catamount 3 has glue stains; looks used.,complaint
Packaging was poor; Ghost 16 arrived with scuffs.,complaint
The outsole on Ghost 16 started peeling after 25 km. Very disappointed.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The toe box of Launch 10 has glue stains; looks used.,complaint
The color of Ghost Max doesn’t match the photos—mine looks faded.,complaint
The size guide misled me; Launch 10 runs small.,complaint
The size guide misled me; Cascadia 17 runs small.,complaint
Packaging was poor; Cascadia 17 arrived with scuffs.,complaint
Customer care isn’t responding—please escalate.,complaint
Customer care isn’t responding—please escalate.,complaint
The stitching on Cascadia 17 came undone after one run.,complaint
Customer care isn’t responding—please escalate.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
Customer care isn’t responding—please escalate.,complaint
The toe box of Ghost 16 has glue stains; looks used.,complaint
The outsole wore out after 25 km—way too soon.,complaint
The color of Ghost Max doesn’t match the photos—mine looks faded.,complaint
Return pickup was scheduled but no one came for BRIN-840605.,complaint
COD wasn’t offered at checkout for 411001 though the site said it is.,complaint
It’s been 14 days with no shipping update for BRIN-759439. Unacceptable!,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I received the wrong size for Glycerin 21; I ordered UK 9 but got UK 6.,complaint
The color of Ghost Max doesn’t match the photos—mine looks faded.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The color of Levitate 6 doesn’t match the photos—mine looks faded.,complaint
My Ghost 16 arrived damaged—box crushed and the upper torn.,complaint
Very unhappy with the service; please help me fix BROOKS-438637.,complaint
My Divide 4 arrived damaged—box crushed and the upper torn.,complaint
The color of Ghost 16 doesn’t match the photos—mine looks faded.,complaint
Packaging was poor; Adrenaline GTS 23 arrived with scuffs.,complaint
My Cascadia 17 arrived damaged—box crushed and the upper torn.,complaint
Very unhappy with the service; please help me fix BROOKS-511704.,complaint
Return pickup was scheduled but no one came for BKIN-907420.,complaint
COD wasn’t offered at checkout for 500001 though the site said it is.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
Order BROOKS-316376 was split into multiple shipments without notice.,complaint
The toe box of Ghost Max has glue stains; looks used.,complaint
The color of Cascadia 17 doesn’t match the photos—mine looks faded.,complaint
My Hyperion Max arrived damaged—box crushed and the upper torn.,complaint
The Levitate 6 is causing blisters; need assistance.,complaint
Very unhappy with the service; please help me fix BROOKS-939444.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
The Adrenaline GTS 23 is causing blisters; need assistance.,complaint
The size guide misled me; Glycerin 21 runs small.,complaint
The toe box of Launch 10 has glue stains; looks used.,complaint
The outsole wore out after 200 km—way too soon.,complaint
The outsole wore out after 200 km—way too soon.,complaint
Warranty claim for Ghost Max was rejected without reason.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Return pickup was scheduled but no one came for BROOKS-808534.,complaint
The size guide misled me; Adrenaline GTS 23 runs small.,complaint
Very unhappy with the service; please help me fix BROOKS-630949.,complaint
Customer care isn’t responding—please escalate.,complaint
The color of Catamount 3 doesn’t match the photos—mine looks faded.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
The toe box of Ghost Max has glue stains; looks used.,complaint
The outsole wore out after 200 km—way too soon.,complaint
Order BROOKS-353580 was split into multiple shipments without notice.,complaint
The Divide 4 is causing blisters; need assistance.,complaint
The Glycerin 21 is causing blisters; need assistance.,complaint
The size guide misled me; Ghost Max runs small.,complaint
Packaging was poor; Levitate 6 arrived with scuffs.,complaint
I received the wrong size for Launch 10; I ordered UK 8 but got UK 8.,complaint
Very unhappy with the service; please help me fix BROOKS-818115.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
Customer care isn’t responding—please escalate.,complaint
My Glycerin 21 arrived damaged—box crushed and the upper torn.,complaint
COD wasn’t offered at checkout for 600001 though the site said it is.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
The insole in Cascadia 17 is lumpy; quality issue.,complaint
The stitching on Launch 10 came undone after one run.,complaint
The insole in Glycerin 21 is lumpy; quality issue.,complaint
The outsole on Glycerin 21 started peeling after 200 km. Very disappointed.,complaint
Packaging was poor; Catamount 3 arrived with scuffs.,complaint
The stitching on Ghost 16 came undone after one run.,complaint
Tracking for BRIN-226889 shows delivered but I haven’t received it.,complaint
The color of Cascadia 17 doesn’t match the photos—mine looks faded.,complaint
Tracking for BKIN-533330 shows delivered but I haven’t received it.,complaint
I received the wrong size for Levitate 6; I ordered UK 7 but got UK 7.,complaint
Packaging was poor; Ghost 16 arrived with scuffs.,complaint
Order BRIN-603724 was split into multiple shipments without notice.,complaint
My order has been sitting with Blue Dart for 3 days.,complaint
My order has been sitting with Blue Dart for 3 days.,complaint
COD wasn’t offered at checkout for 700001 though the site said it is.,complaint
I received the wrong size for Catamount 3; I ordered UK 6 but got UK 12.,complaint
Return pickup was scheduled but no one came for BRIN-602651.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The color of Divide 4 doesn’t match the photos—mine looks faded.,complaint
Tracking for BKIN-734698 shows delivered but I haven’t received it.,complaint
The stitching on Divide 4 came undone after one run.,complaint
Customer care isn’t responding—please escalate.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
Tracking for BKIN-925117 shows delivered but I haven’t received it.,complaint
The Ghost Max is causing blisters; need assistance.,complaint
Order BKIN-359026 was split into multiple shipments without notice.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
Warranty claim for Adrenaline GTS 23 was rejected without reason.,complaint
Packaging was poor; Ghost 16 arrived with scuffs.,complaint
The outsole on Catamount 3 started peeling after 200 km. Very disappointed.,complaint
Warranty claim for Hyperion Max was rejected without reason.,complaint
Packaging was poor; Levitate 6 arrived with scuffs.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The outsole on Adrenaline GTS 23 started peeling after 80 km. Very disappointed.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The Levitate 6 is causing blisters; need assistance.,complaint
The toe box of Catamount 3 has glue stains; looks used.,complaint
My order has been sitting with XpressBees for 7 days.,complaint
Warranty claim for Catamount 3 was rejected without reason.,complaint
The outsole wore out after 80 km—way too soon.,complaint
Tracking for BKIN-592529 shows delivered but I haven’t received it.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
My Launch 10 arrived damaged—box crushed and the upper torn.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The outsole wore out after 10 km—way too soon.,complaint
It’s been 5 days with no shipping update for BROOKS-426734. Unacceptable!,complaint
The color of Levitate 6 doesn’t match the photos—mine looks faded.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Very unhappy with the service; please help me fix BRIN-916902.,complaint
Very unhappy with the service; please help me fix BRIN-357579.,complaint
COD wasn’t offered at checkout for 110001 though the site said it is.,complaint
COD wasn’t offered at checkout for 682001 though the site said it is.,complaint
Tracking for BRIN-848085 shows delivered but I haven’t received it.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
Order BKIN-861512 was split into multiple shipments without notice.,complaint
Return pickup was scheduled but no one came for BKIN-978316.,complaint
Order BRIN-316943 was split into multiple shipments without notice.,complaint
Packaging was poor; Hyperion Max arrived with scuffs.,complaint
Customer care isn’t responding—please escalate.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
Return pickup was scheduled but no one came for BROOKS-489616.,complaint
It’s been 21 days with no shipping update for BRIN-409768. Unacceptable!,complaint
Packaging was poor; Launch 10 arrived with scuffs.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Order BKIN-688869 was split into multiple shipments without notice.,complaint
My Divide 4 arrived damaged—box crushed and the upper torn.,complaint
Warranty claim for Launch 10 was rejected without reason.,complaint
Very unhappy with the service; please help me fix BKIN-917163.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
It’s been 7 days with no shipping update for BROOKS-330935. Unacceptable!,complaint
The insole in Ghost 16 is lumpy; quality issue.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
The color of Levitate 6 doesn’t match the photos—mine looks faded.,complaint
Warranty claim for Ghost Max was rejected without reason.,complaint
Order BKIN-815759 was split into multiple shipments without notice.,complaint
Very unhappy with the service; please help me fix BROOKS-385410.,complaint
The insole in Launch 10 is lumpy; quality issue.,complaint
It’s been 5 days with no shipping update for BROOKS-260702. Unacceptable!,complaint
Order BKIN-447302 was split into multiple shipments without notice.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The size guide misled me; Glycerin 21 runs small.,complaint
The stitching on Launch 10 came undone after one run.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The outsole on Adrenaline GTS 23 started peeling after 200 km. Very disappointed.,complaint
The color of Glycerin 21 doesn’t match the photos—mine looks faded.,complaint
My order has been sitting with DTDC for 3 days.,complaint
I received the wrong size for Cascadia 17; I ordered UK 6 but got UK 6.,complaint
The stitching on Adrenaline GTS 23 came undone after one run.,complaint
The color of Launch 10 doesn’t match the photos—mine looks faded.,complaint
Warranty claim for Levitate 6 was rejected without reason.,complaint
Return pickup was scheduled but no one came for BKIN-954209.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The color of Ghost 16 doesn’t match the photos—mine looks faded.,complaint
The insole in Ghost Max is lumpy; quality issue.,complaint
The outsole on Divide 4 started peeling after 50 km. Very disappointed.,complaint
COD wasn’t offered at checkout for 700001 though the site said it is.,complaint
COD wasn’t offered at checkout for 411001 though the site said it is.,complaint
The toe box of Catamount 3 has glue stains; looks used.,complaint
The size guide misled me; Adrenaline GTS 23 runs small.,complaint
The Glycerin 21 is causing blisters; need assistance.,complaint
Packaging was poor; Ghost Max arrived with scuffs.,complaint
My order has been sitting with Delhivery for 14 days.,complaint
Very unhappy with the service; please help me fix BROOKS-664964.,complaint
The insole in Ghost Max is lumpy; quality issue.,complaint
Warranty claim for Cascadia 17 was rejected without reason.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
Return pickup was scheduled but no one came for BRIN-941368.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Customer care isn’t responding—please escalate.,complaint
My order has been sitting with Delhivery for 5 days.,complaint
The outsole on Hyperion Max started peeling after 200 km. Very disappointed.,complaint
The outsole on Ghost 16 started peeling after 50 km. Very disappointed.,complaint
The outsole on Divide 4 started peeling after 120 km. Very disappointed.,complaint
Tracking for BRIN-506722 shows delivered but I haven’t received it.,complaint
Tracking for BRIN-252895 shows delivered but I haven’t received it.,complaint
Order BRIN-456705 was split into multiple shipments without notice.,complaint
The outsole on Divide 4 started peeling after 80 km. Very disappointed.,complaint
The toe box of Adrenaline GTS 23 has glue stains; looks used.,complaint
Customer care isn’t responding—please escalate.,complaint
My order has been sitting with XpressBees for 21 days.,complaint
It’s been 3 days with no shipping update for BKIN-242365. Unacceptable!,complaint
"Website kept failing at payment, and I was charged twice.",complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
My order has been sitting with XpressBees for 5 days.,complaint
Order BROOKS-526635 was split into multiple shipments without notice.,complaint
The insole in Ghost Max is lumpy; quality issue.,complaint
The outsole on Adrenaline GTS 23 started peeling after 50 km. Very disappointed.,complaint
The color of Levitate 6 doesn’t match the photos—mine looks faded.,complaint
My order has been sitting with DTDC for 7 days.,complaint
The toe box of Ghost 16 has glue stains; looks used.,complaint
The stitching on Ghost Max came undone after one run.,complaint
Customer care isn’t responding—please escalate.,complaint
The Glycerin 21 is causing blisters; need assistance.,complaint
Tracking for BKIN-349468 shows delivered but I haven’t received it.,complaint
The Cascadia 17 is causing blisters; need assistance.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
Tracking for BKIN-300450 shows delivered but I haven’t received it.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
Tracking for BKIN-216155 shows delivered but I haven’t received it.,complaint
The outsole on Ghost Max started peeling after 25 km. Very disappointed.,complaint
Customer care isn’t responding—please escalate.,complaint
The Catamount 3 is causing blisters; need assistance.,complaint
The size guide misled me; Ghost 16 runs small.,complaint
Order BRIN-397214 was split into multiple shipments without notice.,complaint
The size guide misled me; Ghost 16 runs small.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
The stitching on Levitate 6 came undone after one run.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
Tracking for BRIN-166026 shows delivered but I haven’t received it.,complaint
The insole in Hyperion Max is lumpy; quality issue.,complaint
Order BKIN-540114 was split into multiple shipments without notice.,complaint
The stitching on Levitate 6 came undone after one run.,complaint
The outsole wore out after 200 km—way too soon.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
The stitching on Levitate 6 came undone after one run.,complaint
The outsole on Cascadia 17 started peeling after 80 km. Very disappointed.,complaint
The toe box of Adrenaline GTS 23 has glue stains; looks used.,complaint
The Ghost Max is causing blisters; need assistance.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
Tracking for BRIN-599135 shows delivered but I haven’t received it.,complaint
COD wasn’t offered at checkout for 302001 though the site said it is.,complaint
I emailed help@brooksrunningindia.com and got no resolution for a week.,complaint
"Website kept failing at payment, and I was charged twice.",complaint
COD wasn’t offered at checkout for 500001 though the site said it is.,complaint
It’s been 10 days with no shipping update for BRIN-748697. Unacceptable!,complaint
The outsole on Levitate 6 started peeling after 50 km. Very disappointed.,complaint
The stitching on Catamount 3 came undone after one run.,complaint
The color of Glycerin 21 doesn’t match the photos—mine looks faded.,complaint
Tracking for BKIN-714067 shows delivered but I haven’t received it.,complaint
COD wasn’t offered at checkout for 682001 though the site said it is.,complaint
Return pickup was scheduled but no one came for BKIN-937080.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I received the wrong size for Levitate 6; I ordered UK 11 but got UK 11.,complaint
The outsole wore out after 25 km—way too soon.,complaint
I received the wrong size for Divide 4; I ordered UK 12 but got UK 10.,complaint
Order BKIN-242795 was split into multiple shipments without notice.,complaint
The size guide misled me; Launch 10 runs small.,complaint
It’s been 21 days with no shipping update for BKIN-673284. Unacceptable!,complaint
Return pickup was scheduled but no one came for BRIN-902663.,complaint
Very unhappy with the service; please help me fix BRIN-438162.,complaint
The color of Adrenaline GTS 23 doesn’t match the photos—mine looks faded.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
I’m frustrated: the exchange request keeps getting auto-closed.,complaint
My order has been sitting with Blue Dart for 10 days.,complaint
COD wasn’t offered at checkout for 302001 though the site said it is.,complaint
The size guide misled me; Launch 10 runs small.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
It’s been 5 days with no shipping update for BROOKS-256524. Unacceptable!,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
The shoe squeaks loudly with every step—defective pair.,complaint
I tried to exchange within 7 days but no one replied to my email.,complaint
